mean_build,mean_kitch,mean_life,mean_material,mean_max,mean_num,mean_state,mode_build,mode_kitch,mode_life,mode_material,mode_max,mode_num,mode_state,sub_area
1975.577358490566,6.868045112781954,28.904178272980538,2.4511278195488724,10.924812030075188,1.8421052631578947,2.2957198443579765,2012.0,5.0,18.0,2.0,5.0,2.0,2.0,Bogorodskoe
1966.8953488372092,8.535057471264368,28.442533936651593,1.1724137931034482,15.839080459770114,1.7528735632183907,2.638036809815951,1985.0,8.0,19.0,1.0,17.0,1.0,3.0,Brateevo
1976.840425531915,8.083473684210528,31.001526717557258,2.526315789473684,12.663157894736843,2.042105263157895,2.467391304347826,1957.0,7.0,19.0,1.0,12.0,2.0,2.0,Butyrskoe
1961.943661971831,6.484579439252334,25.546545454545463,2.0934579439252334,9.36448598130841,1.733644859813084,2.473170731707317,1965.0,5.0,20.0,1.0,5.0,2.0,3.0,Caricyno
145195.12857142856,8.09225352112676,31.907179487179498,2.295774647887324,12.746478873239436,2.0,2.699248120300752,1976.0,5.0,19.0,1.0,9.0,2.0,3.0,Cheremushki
1952.448275862069,7.082580645161289,31.439810426540284,1.2903225806451613,12.567741935483872,1.929032258064516,2.4788732394366195,1970.0,6.0,18.0,1.0,9.0,2.0,3.0,Chertanovo Central'noe
1847.4170403587443,6.585433070866144,36.261258278145675,1.437007874015748,11.641732283464567,1.8425196850393701,2.355855855855856,1971.0,6.0,19.0,1.0,12.0,1.0,3.0,Chertanovo Juzhnoe
1969.5360824742268,7.399999999999997,31.032377049180344,1.3940886699507389,12.556650246305418,2.0049261083743843,2.359550561797753,1969.0,6.0,19.0,1.0,9.0,2.0,3.0,Chertanovo Severnoe
1899.2914572864322,6.359292035398231,32.99121338912134,2.0486725663716814,8.871681415929203,2.1106194690265485,2.1262135922330097,1960.0,5.0,18.0,2.0,9.0,2.0,2.0,Danilovskoe
1978.7142857142858,7.149032258064517,26.2326923076923,2.0838709677419356,11.658064516129032,1.729032258064516,2.4335664335664338,1967.0,8.0,19.0,1.0,9.0,1.0,2.0,Dmitrovskoe
1932.1367521367522,7.651369863013697,34.45889570552149,1.9657534246575343,11.157534246575343,2.041095890410959,2.280701754385965,2017.0,0.0,19.0,1.0,17.0,2.0,3.0,Donskoe
1958.8235294117646,7.564705882352944,35.58115942028984,2.0784313725490198,9.235294117647058,2.215686274509804,2.510204081632653,1958.0,8.0,30.0,2.0,8.0,2.0,2.0,Dorogomilovo
1938.2162162162163,5.94170854271357,35.98796116504854,1.7989949748743719,12.261306532663317,1.6482412060301508,1.8797814207650274,2016.0,1.0,1.0,1.0,5.0,1.0,1.0,Filevskij Park
1973.4126984126983,7.053543307086615,31.159537572254333,2.1023622047244093,10.401574803149606,1.905511811023622,2.4065040650406506,1959.0,5.0,19.0,1.0,5.0,2.0,2.0,Fili Davydkovo
1964.7866666666666,7.946753246753245,38.357575757575766,2.3636363636363638,9.402597402597403,2.324675324675325,2.4558823529411766,1959.0,7.0,18.0,2.0,8.0,2.0,2.0,Gagarinskoe
1975.4197080291972,6.864598540145982,27.803835616438345,1.7335766423357664,10.452554744525548,1.8686131386861313,2.310861423220974,1970.0,5.0,19.0,1.0,9.0,1.0,2.0,Gol'janovo
1970.189075630252,6.741975308641975,29.80003184713376,2.205761316872428,11.880658436213992,1.794238683127572,2.246808510638298,1967.0,5.0,19.0,1.0,5.0,2.0,2.0,Golovinskoe
1957.8235294117646,7.632967032967032,45.84607476635514,2.2637362637362637,8.923076923076923,2.4945054945054945,2.311688311688312,1958.0,8.0,35.0,2.0,5.0,3.0,3.0,Hamovniki
1981.8796680497926,7.402734375000004,33.98672839506171,2.70703125,13.73828125,2.02734375,2.19831223628692,1962.0,5.0,30.0,1.0,5.0,2.0,2.0,Horoshevo-Mnevniki
1985.0275229357799,6.688811188811189,37.513129770992364,2.6713286713286712,14.216783216783217,1.8531468531468531,2.3518518518518516,1958.0,0.0,19.0,1.0,17.0,1.0,2.0,Horoshevskoe
1972.774193548387,8.484177215189876,35.51835748792271,1.8860759493670887,14.487341772151899,1.981012658227848,2.2549019607843137,1968.0,6.0,19.0,1.0,9.0,1.0,2.0,Hovrino
1974.6327683615818,7.41685393258427,30.354148471615733,1.702247191011236,10.831460674157304,2.0224719101123596,2.4375,1973.0,6.0,27.0,1.0,9.0,2.0,2.0,Ivanovskoe
1971.4805194805194,14.69718875502008,37.83610223642174,2.2329317269076303,9.582329317269076,1.9959839357429718,2.0657894736842106,2014.0,1.0,19.0,1.0,5.0,2.0,2.0,Izmajlovo
1982.9295774647887,8.189041095890412,42.468750000000014,2.6575342465753424,16.80821917808219,2.0684931506849313,2.514705882352941,2011.0,9.0,32.0,1.0,9.0,2.0,3.0,Jakimanka
1976.3,7.206999999999998,28.39642857142858,1.59,11.22,1.9,2.351063829787234,1972.0,6.0,27.0,1.0,9.0,1.0,2.0,Jaroslavskoe
1946.8418803418804,7.696707818930038,35.68787878787879,1.5308641975308641,12.835390946502057,2.263374485596708,2.3867924528301887,1978.0,6.0,32.0,1.0,9.0,3.0,3.0,Jasenevo
1983.0933333333332,9.184868421052627,30.304991087344046,1.2083333333333333,13.31359649122807,1.855263157894737,2.606280193236715,2001.0,8.0,19.0,1.0,17.0,1.0,3.0,Juzhnoe Butovo
1974.2014925373135,8.440298507462686,29.83010752688172,1.664179104477612,14.059701492537313,1.8955223880597014,2.5043478260869567,1978.0,8.0,19.0,1.0,14.0,1.0,2.0,Juzhnoe Medvedkovo
1964.642857142857,7.49741935483871,31.89389671361502,2.0064516129032257,11.477419354838709,2.0387096774193547,2.3,1985.0,5.0,20.0,1.0,5.0,2.0,2.0,Juzhnoe Tushino
1968.9739130434782,7.881739130434783,34.582352941176474,2.139130434782609,10.947826086956521,2.1565217391304348,2.4363636363636365,1990.0,5.0,18.0,2.0,9.0,3.0,3.0,Juzhnoportovoe
1868.0277777777778,6.146511627906977,28.202,1.6744186046511629,12.930232558139535,1.697674418604651,2.411764705882353,1981.0,8.0,20.0,1.0,12.0,1.0,2.0,Kapotnja
1978.425120772947,7.566666666666665,31.728195488721806,1.357487922705314,12.830917874396135,2.1594202898550723,2.6153846153846154,1969.0,6.0,29.0,1.0,9.0,2.0,3.0,Kon'kovo
1964.767955801105,7.058011049723757,28.054852320675103,2.314917127071823,10.220994475138122,1.8784530386740332,2.4685714285714284,1960.0,5.0,18.0,2.0,5.0,2.0,2.0,Koptevo
2003.5619047619048,9.94811320754717,28.70283687943262,1.0849056603773586,15.066037735849056,1.669811320754717,2.6908212560386473,2006.0,7.0,19.0,1.0,12.0,1.0,3.0,Kosino-Uhtomskoe
1955.978417266187,7.030215827338126,28.230054644808735,2.5179856115107913,9.661870503597122,1.8920863309352518,2.4461538461538463,1961.0,5.0,19.0,2.0,5.0,2.0,2.0,Kotlovka
1949.0740740740741,7.144444444444446,36.71590909090909,2.4444444444444446,8.851851851851851,2.6296296296296298,2.259259259259259,1932.0,7.0,20.0,2.0,8.0,3.0,2.0,Krasnosel'skoe
1623.904761904762,5.5850743099787685,33.31663829787234,1.4628450106157111,10.558386411889597,2.0042462845010616,2.0364741641337387,1.0,1.0,19.0,1.0,1.0,2.0,2.0,Krjukovo
1970.1010101010102,8.45339805825243,40.26870229007635,1.3398058252427185,16.300970873786408,2.1941747572815533,2.2346938775510203,1985.0,10.0,32.0,1.0,17.0,3.0,2.0,Krylatskoe
1930.2684210526315,7.966153846153844,34.752880658436204,1.8717948717948718,11.794871794871796,2.056410256410256,2.3224043715846996,2006.0,8.0,18.0,1.0,5.0,2.0,2.0,Kuncevo
2004.2115384615386,12.459615384615384,52.347500000000004,3.826923076923077,13.365384615384615,2.6153846153846154,2.875,2004.0,13.0,36.0,4.0,8.0,2.0,3.0,Kurkino
1969.6298076923076,6.244230769230769,27.096785714285712,1.7115384615384615,8.379807692307692,1.8413461538461537,2.3692307692307693,1962.0,5.0,30.0,1.0,5.0,2.0,2.0,Kuz'minki
1973.1666666666667,6.68487603305785,29.477635135135138,1.975206611570248,10.024793388429751,1.859504132231405,2.3076923076923075,1979.0,5.0,19.0,1.0,5.0,2.0,2.0,Lefortovo
1932.748031496063,6.354676258992808,38.205279503105594,1.9640287769784173,13.863309352517986,2.050359712230216,1.944,2016.0,1.0,19.0,1.0,17.0,1.0,1.0,Levoberezhnoe
1983.982456140351,8.300877192982458,29.168124999999996,1.5614035087719298,15.25438596491228,1.8421052631578947,2.4375,1977.0,8.0,30.0,1.0,16.0,1.0,2.0,Lianozovo
1983.0827338129495,7.652329749103942,27.691869918699194,1.5806451612903225,11.849462365591398,1.8494623655913978,2.5018450184501844,2003.0,5.0,19.0,1.0,5.0,2.0,2.0,Ljublino
1970.624,8.3336,40.22397660818713,2.36,11.488,2.344,2.526315789473684,1960.0,8.0,34.0,2.0,9.0,2.0,3.0,Lomonosovskoe
1977.1806451612904,6.396202531645569,32.46723300970872,1.9493670886075949,10.715189873417721,2.018987341772152,2.298611111111111,1970.0,6.0,28.0,1.0,9.0,2.0,2.0,Losinoostrovskoe
1912.483870967742,6.723232323232322,31.727343749999996,2.080808080808081,10.95959595959596,1.9494949494949494,2.119565217391304,1983.0,1.0,19.0,1.0,12.0,2.0,2.0,Mar'ina Roshha
1988.725971370143,8.845344129554647,30.016930379746803,1.0769230769230769,15.178137651821862,1.902834008097166,2.5928270042194095,1980.0,8.0,19.0,1.0,17.0,1.0,3.0,Mar'ino
1979.4133333333334,7.668000000000002,29.34299065420561,1.96,11.293333333333333,1.84,2.515151515151515,2010.0,10.0,19.0,1.0,5.0,2.0,2.0,Marfino
1985.4895833333333,28.487499999999997,28.59291338582678,2.3229166666666665,11.989583333333334,1.8645833333333333,2.4893617021276597,1966.0,8.0,28.0,1.0,14.0,2.0,2.0,Matushkino
1963.7464788732395,8.614084507042257,33.754545454545465,2.1971830985915495,10.253521126760564,2.028169014084507,2.4705882352941178,1973.0,9.0,19.0,2.0,9.0,2.0,2.0,Meshhanskoe
1967.4642857142858,6.746428571428571,26.01363636363637,1.8035714285714286,7.446428571428571,1.7142857142857142,2.4107142857142856,1963.0,5.0,18.0,1.0,5.0,1.0,2.0,Metrogorodok
1852.7519379844962,6.651152542372882,42.16444799999998,1.9322033898305084,16.906779661016948,2.1491525423728812,1.946983546617916,2015.0,1.0,32.0,1.0,17.0,2.0,1.0,Mitino
2012.5,9.1,41.55,1.0,22.0,2.75,2.25,2012.0,8.0,32.0,1.0,19.0,3.0,2.0,Molzhaninovskoe
1988.4591836734694,8.610204081632654,29.30769230769231,1.3775510204081634,15.357142857142858,1.8775510204081634,2.663157894736842,1988.0,10.0,19.0,1.0,17.0,2.0,3.0,Moskvorech'e-Saburovo
1970.0947368421052,8.074869109947644,29.67131147540983,1.806282722513089,11.774869109947645,1.9267015706806283,2.3825136612021858,1966.0,5.0,19.0,1.0,5.0,2.0,2.0,Mozhajskoe
1964.5584415584415,7.44140127388535,29.312755102040807,1.8407643312101911,11.554140127388536,1.910828025477707,2.292517006802721,1969.0,6.0,19.0,1.0,9.0,2.0,2.0,Nagatino-Sadovniki
1962.1158129175947,5.993750000000001,32.73162995594711,3.3046875,17.25390625,1.916015625,1.426530612244898,2017.0,1.0,20.0,1.0,24.0,2.0,1.0,Nagatinskij Zaton
1927.9585062240665,4.341666666666668,37.11661129568107,1.9506172839506173,12.722222222222221,1.9351851851851851,1.894736842105263,2015.0,1.0,19.0,1.0,17.0,2.0,1.0,Nagornoe
1781.9092592592592,3.454361799816346,37.48313782991202,1.219467401285583,16.502295684113864,1.7796143250688705,1.3151010701545778,2014.0,1.0,1.0,1.0,17.0,1.0,1.0,Nekrasovka
1968.3,7.127868852459017,28.013636363636365,2.0,8.62295081967213,1.8852459016393444,2.35,1962.0,5.0,19.0,2.0,5.0,1.0,2.0,Nizhegorodskoe
1939.8698630136987,8.027272727272727,32.39518716577538,1.2077922077922079,16.207792207792206,1.922077922077922,2.391304347826087,1989.0,8.0,32.0,1.0,17.0,1.0,3.0,Novo-Peredelkino
1946.8451612903225,10.758974358974356,27.057939914163093,2.2948717948717947,9.435897435897436,1.8653846153846154,2.4066666666666667,1968.0,5.0,28.0,1.0,5.0,2.0,2.0,Novogireevo
1991.832167832168,8.858741258741262,30.64971428571428,1.055944055944056,15.293706293706293,1.972027972027972,2.4855072463768115,1987.0,8.0,19.0,1.0,17.0,2.0,2.0,Novokosino
1903.5190839694656,8.38705035971223,44.414278074866324,2.0431654676258995,15.964028776978417,2.273381294964029,2.532258064516129,1984.0,10.0,20.0,1.0,22.0,3.0,3.0,Obruchevskoe
1887.2222222222222,6.42947598253275,31.653913043478287,1.6593886462882097,11.362445414847162,1.9563318777292575,2.2580645161290325,1968.0,1.0,19.0,1.0,9.0,2.0,3.0,Ochakovo-Matveevskoe
1980.443113772455,7.58654970760234,29.495121951219517,1.3801169590643274,12.789473684210526,1.976608187134503,2.527950310559006,1977.0,8.0,19.0,1.0,9.0,2.0,3.0,Orehovo-Borisovo Juzhnoe
1923.0564971751412,7.0550264550264545,32.59364406779662,1.306878306878307,12.783068783068783,1.9788359788359788,2.55688622754491,1975.0,6.0,30.0,1.0,9.0,2.0,2.0,Orehovo-Borisovo Severnoe
1971.2191780821918,7.860810810810811,29.754081632653058,2.22972972972973,11.04054054054054,1.972972972972973,2.515151515151515,1959.0,5.0,19.0,1.0,5.0,2.0,3.0,Ostankinskoe
1975.544642857143,7.534911242603547,30.117633928571433,1.2544378698224852,12.346153846153847,2.0384615384615383,2.374558303886926,1975.0,6.0,30.0,1.0,9.0,2.0,2.0,Otradnoe
1977.7257142857143,7.330857142857146,25.44621848739495,1.8057142857142856,11.44,1.6628571428571428,2.4911242603550297,1969.0,6.0,19.0,1.0,9.0,1.0,2.0,Pechatniki
1969.8495575221239,6.358798283261802,28.247700000000005,2.0300429184549356,8.446351931330472,1.8669527896995708,2.3815789473684212,1965.0,5.0,20.0,1.0,5.0,2.0,2.0,Perovo
1909.7591240875913,5.9499999999999975,35.9489247311828,1.8421052631578947,11.368421052631579,2.0,1.9142857142857144,2015.0,1.0,28.0,1.0,5.0,2.0,1.0,Pokrovskoe Streshnevo
1766.1519607843138,5.617406593406594,35.79104693140795,1.4505494505494505,12.314285714285715,1.5340659340659342,1.1812080536912752,2016.0,1.0,1.0,1.0,17.0,1.0,1.0,Poselenie Desjonovskoe
1614.8678414096917,2.291089588377724,40.302984496124026,2.8934624697336564,9.213075060532688,1.6174334140435835,1.0594405594405594,2015.0,1.0,27.0,1.0,12.0,1.0,1.0,Poselenie Filimonkovskoe
1994.3333333333333,5.7,38.0,1.0,10.333333333333334,3.0,2.0,1977.0,1.0,34.0,1.0,5.0,3.0,2.0,Poselenie Kievskij
1976.0,5.0,27.0,1.0,5.0,2.0,,1976.0,5.0,27.0,1.0,5.0,2.0,0.0,Poselenie Klenovskoe
1987.0,7.6571428571428575,29.78125,2.142857142857143,10.095238095238095,1.6666666666666667,1.7692307692307692,1975.0,6.0,16.0,1.0,5.0,1.0,1.0,Poselenie Kokoshkino
1764.1176470588234,6.07391304347826,42.78846153846154,1.826086956521739,5.173913043478261,1.608695652173913,1.3529411764705883,2014.0,1.0,19.0,1.0,0.0,1.0,1.0,Poselenie Krasnopahorskoe
1654.0,5.166666666666667,25.428571428571427,1.3333333333333333,6.5,1.6666666666666667,2.6,1982.0,6.0,30.0,1.0,5.0,1.0,3.0,Poselenie Marushkinskoe
1970.5,5.2,29.05,1.5,5.0,2.0,3.0,1964.0,5.0,25.1,1.0,5.0,2.0,3.0,Poselenie Mihajlovo-Jarcevskoe
1363.357771260997,2.9733067274800473,46.09546460176993,1.7354618015963512,16.971493728620295,1.7229190421892817,1.3254817987152034,0.0,1.0,18.0,1.0,17.0,1.0,1.0,Poselenie Moskovskij
1981.764705882353,8.076470588235294,25.394736842105264,2.0,9.0,1.6470588235294117,2.6666666666666665,1967.0,5.0,19.0,2.0,5.0,2.0,3.0,Poselenie Mosrentgen
1038.2615384615385,3.0282644628099176,42.16416666666667,1.7975206611570247,4.632231404958677,1.7975206611570247,1.0340909090909092,0.0,1.0,34.0,1.0,3.0,2.0,1.0,Poselenie Novofedorovskoe
1518.162162162162,5.729924812030076,63.94677419354837,1.9022556390977443,4.984962406015038,1.6466165413533835,1.2659574468085106,2014.0,1.0,138.0,1.0,4.0,1.0,1.0,Poselenie Pervomajskoe
1938.71875,8.672500000000001,39.30277777777778,2.6,10.4,2.075,2.033333333333333,2012.0,5.0,17.0,1.0,14.0,2.0,1.0,Poselenie Rjazanovskoe
839.6666666666666,1.6363636363636365,71.08875,2.090909090909091,3.606060606060606,2.878787878787879,1.0,0.0,1.0,134.0,1.0,2.0,3.0,1.0,Poselenie Rogovskoe
1981.0,4.8,39.775,2.6666666666666665,5.666666666666667,2.0,2.3333333333333335,1953.0,1.0,28.0,1.0,3.0,1.0,3.0,Poselenie Shhapovskoe
1727.6434426229507,4.262919708029196,37.89404761904764,1.8856447688564477,14.077858880778589,1.5401459854014599,1.4459930313588851,2016.0,1.0,37.0,1.0,19.0,1.0,1.0,Poselenie Shherbinka
1655.5801282051282,5.841091350040417,43.681311274509824,2.141471301535974,10.12772837510105,1.8100242522231205,1.2060682680151706,2015.0,1.0,1.0,1.0,17.0,1.0,1.0,Poselenie Sosenskoe
1011.3764705882353,2.293372160745486,45.38215584415585,1.5253348864298195,15.729178800232965,1.7460687245195108,1.085,0.0,1.0,38.0,1.0,17.0,1.0,1.0,Poselenie Vnukovskoe
1711.5714285714287,5.2375,41.8125,1.625,9.25,1.375,2.2857142857142856,1.0,1.0,16.0,1.0,5.0,1.0,1.0,Poselenie Voronovskoe
1759.463157894737,12.098639455782315,46.51488095238095,2.0136054421768708,8.673469387755102,1.7687074829931972,1.2058823529411764,2014.0,1.0,18.0,1.0,1.0,1.0,1.0,Poselenie Voskresenskoe
1967.2573529411766,6.237499999999998,27.695789473684215,2.463235294117647,8.676470588235293,1.9044117647058822,2.3076923076923075,1964.0,5.0,28.0,2.0,5.0,2.0,2.0,Preobrazhenskoe
1950.1530054644809,6.7430366492146625,43.76824267782426,2.481675392670157,10.272251308900524,2.225130890052356,2.092391304347826,2014.0,1.0,19.0,2.0,5.0,2.0,2.0,Presnenskoe
1958.7303370786517,7.730434782608698,38.24818181818182,2.4456521739130435,14.076086956521738,2.119565217391304,2.3815789473684212,1962.0,5.0,30.0,1.0,5.0,2.0,2.0,Prospekt Vernadskogo
1946.0986547085201,7.760285714285712,38.72839694656491,2.436734693877551,15.559183673469388,2.1142857142857143,2.1666666666666665,1985.0,10.0,19.0,1.0,17.0,2.0,3.0,Ramenki
1978.8983050847457,7.588135593220338,29.662068965517236,1.9943502824858756,12.350282485875706,1.9378531073446328,2.46242774566474,1970.0,5.0,19.0,1.0,5.0,2.0,2.0,Rjazanskij
1973.888888888889,7.446575342465752,30.475862068965522,2.5342465753424657,9.863013698630137,1.9315068493150684,2.260869565217391,1963.0,5.0,18.0,2.0,5.0,2.0,2.0,Rostokino
1572.8918918918919,6.729464285714286,26.1013986013986,1.7678571428571428,9.75,1.9375,2.172727272727273,1.0,1.0,1.0,1.0,14.0,1.0,2.0,Savelki
1966.8131868131868,6.888043478260869,29.865789473684206,2.3043478260869565,8.782608695652174,2.0,2.3636363636363638,1961.0,5.0,19.0,2.0,5.0,2.0,2.0,Savelovskoe
1946.9354838709678,5.036022727272729,37.06079999999999,1.7045454545454546,14.920454545454545,1.7272727272727273,1.5633802816901408,2007.0,1.0,19.0,1.0,17.0,1.0,1.0,Severnoe
1965.2585034013605,8.476821192052977,30.099512195121964,1.2251655629139073,15.28476821192053,1.9801324503311257,2.7482014388489207,1992.0,8.0,19.0,1.0,17.0,1.0,3.0,Severnoe Butovo
1970.1883116883116,6.640909090909091,25.900975609756085,2.383116883116883,9.12987012987013,1.7662337662337662,2.3309859154929575,1960.0,5.0,19.0,1.0,5.0,2.0,2.0,Severnoe Izmajlovo
1969.8766233766235,20.305128205128202,28.574519230769212,1.8525641025641026,13.044871794871796,1.8846153846153846,2.4671532846715327,1968.0,6.0,19.0,1.0,9.0,2.0,2.0,Severnoe Medvedkovo
1948.9420289855072,6.3716346153846155,33.53952702702702,1.2355769230769231,10.504807692307692,2.0048076923076925,2.398009950248756,1967.0,6.0,44.0,1.0,9.0,2.0,2.0,Severnoe Tushino
1972.0387096774193,7.410967741935484,34.97055837563452,2.3161290322580643,10.567741935483872,2.064516129032258,2.4671052631578947,1965.0,5.0,16.0,2.0,5.0,2.0,2.0,Shhukino
1985.5975609756097,8.68658536585366,31.998214285714283,1.9268292682926829,17.402439024390244,2.0365853658536586,2.4875,1991.0,8.0,19.0,1.0,22.0,2.0,2.0,Silino
1969.1707317073171,7.99285714285714,39.211999999999996,2.5833333333333335,12.107142857142858,2.380952380952381,2.289156626506024,1963.0,5.0,27.0,2.0,9.0,2.0,2.0,Sokol
1962.4642857142858,8.166071428571428,34.105479452054794,2.0,9.517857142857142,2.25,2.4615384615384617,1957.0,6.0,18.0,2.0,5.0,3.0,2.0,Sokol'niki
1984.9583333333333,6.952331606217613,31.857606837606852,2.461139896373057,9.373056994818652,1.932642487046632,2.3010752688172045,1961.0,5.0,18.0,2.0,5.0,2.0,2.0,Sokolinaja Gora
1578.777011494253,5.428243021346472,34.91855158730153,1.270935960591133,15.975369458128078,1.8308702791461413,1.79136690647482,2013.0,1.0,19.0,1.0,17.0,2.0,1.0,Solncevo
1984.7,7.925352112676057,30.793333333333337,1.943661971830986,11.788732394366198,2.084507042253521,2.464788732394366,1975.0,6.0,27.0,1.0,9.0,2.0,2.0,Staroe Krjukovo
1959.0338983050847,6.896326530612244,37.264705882352935,1.7020408163265306,12.995918367346938,1.963265306122449,1.9279661016949152,1979.0,1.0,30.0,1.0,12.0,1.0,2.0,Strogino
1926.3023255813953,5.157918781725888,32.664766839378245,1.8477157360406091,11.319796954314722,1.8426395939086295,1.803370786516854,2017.0,1.0,19.0,1.0,17.0,1.0,1.0,Sviblovo
1969.787356321839,8.400000000000004,32.70745614035087,2.12,12.982857142857142,2.1142857142857143,2.429411764705882,2008.0,9.0,19.0,1.0,17.0,2.0,2.0,Taganskoe
1929.1797752808989,5.114049586776859,29.7156,1.677685950413223,11.450413223140496,1.8305785123966942,1.974025974025974,1969.0,1.0,19.0,1.0,5.0,2.0,2.0,Tekstil'shhiki
1951.8774193548388,7.558860759493673,32.487317073170715,1.5569620253164558,12.424050632911392,2.132911392405063,2.4885496183206106,1974.0,6.0,19.0,1.0,9.0,2.0,2.0,Teplyj Stan
1943.5227272727273,8.05875706214689,30.825688073394478,2.135593220338983,11.480225988700566,1.9548022598870056,2.422360248447205,2014.0,8.0,18.0,1.0,5.0,2.0,2.0,Timirjazevskoe
1877.948275862069,8.674825174825173,48.09290322580645,2.4755244755244754,9.482517482517483,1.8531468531468531,1.8941176470588235,2014.0,10.0,18.0,2.0,17.0,2.0,1.0,Troickij okrug
1970.9,9.332142857142857,40.7326797385621,1.7053571428571428,17.008928571428573,2.4375,2.6043956043956045,1993.0,10.0,46.0,1.0,16.0,3.0,3.0,Troparevo-Nikulino
1453.7803738317757,2.5228364688856724,40.53868303571428,1.4674384949348769,11.982633863965267,1.885672937771346,1.3054474708171206,2014.0,1.0,1.0,1.0,17.0,2.0,1.0,Tverskoe
1902.1832460732985,6.547150259067358,28.627490039840644,1.4922279792746114,10.419689119170984,1.8808290155440415,2.33879781420765,1971.0,6.0,19.0,1.0,9.0,1.0,2.0,Veshnjaki
1976.75,7.072972972972974,30.8,2.2972972972972974,10.432432432432432,2.081081081081081,2.3076923076923075,1972.0,5.0,19.0,1.0,12.0,2.0,2.0,Vnukovo
1916.196261682243,7.214953271028036,39.945341614906845,1.9906542056074767,9.0,2.102803738317757,2.2718446601941746,1960.0,5.0,18.0,2.0,5.0,2.0,2.0,Vojkovskoe
1970.8,6.14,28.649999999999995,1.6,7.1,2.0,2.4,1972.0,5.0,21.0,2.0,5.0,2.0,2.0,Vostochnoe
1983.4608695652173,7.92608695652174,29.279861111111114,1.4782608695652173,13.57391304347826,1.8956521739130434,2.4095238095238094,1979.0,6.0,30.0,1.0,9.0,1.0,2.0,Vostochnoe Degunino
1965.6690140845071,5.77957746478873,26.772131147540996,2.0985915492957745,8.126760563380282,1.7887323943661972,2.3597122302158273,1952.0,5.0,19.0,2.0,5.0,1.0,2.0,Vostochnoe Izmajlovo
1974.6781609195402,7.843295019157087,29.884290030211456,1.7088122605363985,11.946360153256705,1.9770114942528736,2.484375,1968.0,8.0,19.0,1.0,9.0,2.0,2.0,Vyhino-Zhulebino
1967.7924528301887,7.974074074074072,43.81384615384614,2.6666666666666665,9.5,2.4074074074074074,2.425531914893617,1962.0,6.0,18.0,2.0,9.0,2.0,3.0,Zamoskvorech'e
1776.7551020408164,5.400985915492953,35.636891891891864,1.5704225352112675,12.504694835680752,1.7511737089201878,1.9327217125382263,2013.0,1.0,19.0,1.0,17.0,1.0,1.0,Zapadnoe Degunino
1963.5652173913043,7.749565217391305,29.17716049382714,1.3130434782608695,13.321739130434782,1.991304347826087,2.4862385321100917,1976.0,6.0,30.0,1.0,9.0,2.0,2.0,Zjablikovo
1960.9304347826087,7.514102564102566,30.315506329113948,2.6923076923076925,12.277777777777779,1.8717948717948718,2.2714285714285714,1964.0,5.0,19.0,1.0,5.0,2.0,2.0,Zjuzino
